,id,tweet,subtask_a,subtask_b,subtask_c,clean_tweet
12783,60350,"@USER It's the same slippery slope"" argument used very successfully by the gun lobby Margaret. Sure it's way outside the normal conversation but probably 60% of the country buys into that narative about gun control.  So what's the difference if the Women's lobby uses it?""",NOT,,,"  it  the same slippery slope"" argument used very successfully by the gun lobby margaret  sure it  way outside the normal conversation but probably 60  of the country buys into that narative about gun control   so what is the difference if the women  lobby uses it?"""
12784,39393,@USER Maybe she’s just mad that you don’t “attack” her enough that she is getting as much work as she did at the height of her “victimhood” period? I always told you that she only got that much work for that long was by parlaying victim points from your criticism into work offers.,NOT,,,  maybe she s just mad that you don t  attack  her enough that she is getting as much work as she did at the height of her  victimhood  period? i always told you that she only got that much work for that long was by parlaying victim points from your criticism into work offers 
12785,78456,@USER @USER That is the same old crap spewed by the liberals (MSM). They are disgusting!,OFF,TIN,GRP,    that is the same old crap spewed by the liberals (msm)  they are disgusting!
12786,63717,@USER By screaming at the officials or by throwing her racket? I'm confused.,NOT,,,  by screaming at the officials or by throwing her racket? i am confused 
12787,35867,@USER It would be so nice if the Trump supporters could tell us why they believe he is so great without comparing him to every criminal in the history of American politics.,NOT,,,  it would be so nice if the trump supporters could tell us why they believe he is so great without comparing him to every criminal in the history of american politics 
12788,25753,"@USER @USER please tell BBC viewers that the @USER caused the biggest fall in the number of new affordable homes!  They are not going to solve a crisis"" they caused!""",NOT,,,"    please tell bbc viewers that the   caused the biggest fall in the number of new affordable homes!  they are not going to solve a crisis"" they caused!"""
12789,95592,@USER Ya but we saw some really good things in the preseason. Now granted I didn’t watch Bills preseason games but didn’t get the feeling there was the same buzz. Again hopefully you are right and he does play well.,NOT,,,  ya but we saw some really good things in the preseason  now granted i didn t watch bills preseason games but didn t get the feeling there was the same buzz  again hopefully you are right and he does play well 
12790,22837,@USER im fucking sad also this gif is art,OFF,TIN,IND,  im fucking sad also this gif is art
12791,44986,@USER You are kind and attentive. Thank you 🙏🏾Peace to you @USER,NOT,,,  you are kind and attentive  thank you   peace to you  
12792,59567,@USER @USER They thought she would win so they could implement the last part of their plan to use the guillotines from China and blades from Mexico. #MAGA  #LockThemAllUp  #confirmkavanaugh #WWG1WGA  #PatriotsUnited  #GodBlessAmerica  #GodBlessTheWorld  #GodBlessOurMilitary  #100thMonkey,OFF,TIN,OTH,    they thought she would win so they could implement the last part of their plan to use the guillotines from china and blades from mexico   maga   lockthemallup   confirmkavanaugh  wwg1wga   patriotsunited   godblessamerica   godblesstheworld   godblessourmilitary   100thmonkey
12793,44879,@USER Go away you are irrelevant,OFF,TIN,IND,  go away you are irrelevant
12794,69217,@USER @USER @USER What is happening I'm lost URL,NOT,,,      what is happening i am lost url
12795,37058,@USER @USER @USER @USER @USER @USER Lets get electric ferries and tear down our dams. Liberals don't make sense.,NOT,,,            lets get electric ferries and tear down our dams  liberals do not make sense 
12796,57819,@USER Didn't me too woman molest a young boy. And the next day they were forgiving her. Hypocrisy thrives in celebrity circles.,OFF,TIN,GRP,  did not me too woman molest a young boy  and the next day they were forgiving her  hypocrisy thrives in celebrity circles 
12797,92648,@USER @USER @USER And his son the ANTIFA masked hater is normal?,NOT,,,      and his son the antifa masked hater is normal?
12798,42300,@USER He is such a piece of shit,OFF,TIN,IND,  he is such a piece of shit
12799,48344,@USER you always have such a lovely way with words......you are one wonderful person.....the biggest of hearts.  Thank you so much for that '),NOT,,,  you always have such a lovely way with words      you are one wonderful person     the biggest of hearts   thank you so much for that ')
12800,70946,@USER Energy Independent,NOT,,,  energy independent
12801,58224,@USER Clearly Durbin lived under a rock for those eight years!,NOT,,,  clearly durbin lived under a rock for those eight years!
12802,18574,@USER Seriously??.... Guess comedy is easier to get viral.... Have you tried drawing shit? XD,OFF,UNT,,  seriously??     guess comedy is easier to get viral     have you tried drawing shit? xd
12803,10980,@USER That stage was such a pain in the ass for terrorist hunt I loved it,OFF,UNT,,  that stage was such a pain in the ass for terrorist hunt i loved it
12804,21353,@USER ❤ You are beloved! ❤,NOT,,,    you are beloved!  
12805,91935,@USER Not sure. Just woke up wanting to fuck some chuds up  Might be the antifa super soldier serum or something idk,OFF,TIN,IND,  not sure  just woke up wanting to fuck some chuds up  might be the antifa super soldier serum or something idk
12806,49907,@USER Important story on business’ growth limitations due to historically low unemployment rates in WI  URL,NOT,,,  important story on business  growth limitations due to historically low unemployment rates in wi  url
12807,70171,@USER By wagging her finger at authority figures? Hmmm. ..no. Serena is the definition of a bully. Her frequent on court tantrums are why she is being screened for steroid use more than other players. She appears to have roid-rage.,NOT,,,  by wagging her finger at authority figures? hmmm    no  serena is the definition of a bully  her frequent on court tantrums are why she is being screened for steroid use more than other players  she appears to have roid rage 
12808,33734,@USER I really hope you don’t block me until after next Monday. I want to see this page’s reaction when Kavanaugh gets confirmed to the Supreme Court. That gun control is effectively dead.,OFF,TIN,IND,  i really hope you don t block me until after next monday  i want to see this page s reaction when kavanaugh gets confirmed to the supreme court  that gun control is effectively dead 
12809,78573,@USER @USER Why do you have to bring race into this the real racist are Democrats and liberals like you.,OFF,TIN,GRP,    why do you have to bring race into this the real racist are democrats and liberals like you 
12810,22285,@USER @USER She is diabetic 🤐,NOT,,,    she is diabetic  
12811,55009,@USER that's unepic,OFF,TIN,IND,  that  unepic
12812,74373,"@USER Looks like gun control"" works in Chicago 😄👽""",NOT,,,"  looks like gun control"" works in chicago   """
12813,99396,@USER @USER @USER Stop lying liberals. He said that is absolutely nuts,OFF,TIN,GRP,      stop lying liberals  he said that is absolutely nuts
12814,54948,Buying this today best of luck on your new book!  @USER #MAGA URL,NOT,,,buying this today best of luck on your new book!     maga url
12815,40533,@USER @USER Nice!!!!! You are so welcome!!,NOT,,,    nice!!!!! you are so welcome!!
12816,33003,@USER @USER She either testifies or shuts up.She is either a fraud or a false memory person.When you have been raped you never forget it ever.,OFF,TIN,IND,    she either testifies or shuts up she is either a fraud or a false memory person when you have been raped you never forget it ever 
12817,58387,@USER We apologize for the delay in response here and wanted to follow up and see if you are still experiencing issues. Our engineers are in the final stages of mitigating impact related to the event. ^MA,NOT,,,  we apologize for the delay in response here and wanted to follow up and see if you are still experiencing issues  our engineers are in the final stages of mitigating impact related to the event   ma
12818,30020,@USER She does and she lost because she took it for granted that she would inherit all of Bill’s support not knowing that for all of his deficiencies he is the kind of person you could drink with and she is the kind of person one would never drink with.,NOT,,,  she does and she lost because she took it for granted that she would inherit all of bill s support not knowing that for all of his deficiencies he is the kind of person you could drink with and she is the kind of person one would never drink with 
12819,45686,Snowflake @USER - whine whine whine #MAGA  baby URL,OFF,TIN,IND,snowflake     whine whine whine  maga  baby url
12820,99667,@USER @USER Mueller was told he either would co-operate or go to prison for life or be executed...it is all coming out. #MAGA #DrainTheDeepState #ConfirmKavanaugh #TraitorsAll,OFF,TIN,IND,    mueller was told he either would co operate or go to prison for life or be executed   it is all coming out   maga  drainthedeepstate  confirmkavanaugh  traitorsall
12821,45036,@USER @USER @USER @USER @USER @USER thanks mum!,NOT,,,            thanks mum!
12822,31264,@USER This isn’t about gun control anymore this is about hate.  Take guns away the hateful will find something else.  Let’s resolve where anger comes from,NOT,,,  this isn t about gun control anymore this is about hate   take guns away the hateful will find something else   let s resolve where anger comes from
12823,16623,@USER Good! #Antifa is violent fascism.,NOT,,,  good!  antifa is violent fascism 
12824,33918,@USER The Liberals liberal right there.,NOT,,,  the liberals liberal right there 
12825,34147,@USER @USER He is not good in Debate but very good in Dancing Competition.,NOT,,,    he is not good in debate but very good in dancing competition 
12826,44698,#guncontrol #robbery #murder #Selfdense #Defend #secondammendment Why You Don't Want Gun Control Three Armed Home Invaders Try to Ambush Homeowner | Active Self Protection URL via @USER,NOT,,, guncontrol  robbery  murder  selfdense  defend  secondammendment why you do not want gun control three armed home invaders try to ambush homeowner   active self protection url via  
12827,61507,@USER @USER @USER @USER @USER She is a disgusting Coont!,OFF,UNT,,          she is a disgusting coont!
12828,46563,@USER She is such a £ucking liar! You turned on the lights and did not notice it was not YOUR apartment? You had to go look at the number? WTF is she on?,NOT,,,  she is such a  ucking liar! you turned on the lights and did not notice it was not your apartment? you had to go look at the number? wtf is she on?
12829,24462,@USER That’s really insulting because there are a lot of Latinos like me and there are a lot black conservatives who believe in God. We are not crackheads nor are we uneducated. These celebrities are garbage who know only how to read from a script that’s all.,OFF,TIN,GRP,  that s really insulting because there are a lot of latinos like me and there are a lot black conservatives who believe in god  we are not crackheads nor are we uneducated  these celebrities are garbage who know only how to read from a script that s all 
12830,19830,@USER Culture vs Race in America race trumps culture. Hence President Obama and Tiger are black because of how they appear. Osaka cultural identifies as Japanese therefore she is Japanese. If she stay in America she’ll become black-Japanese because in America we identify people be race,NOT,,,  culture vs race in america race trumps culture  hence president obama and tiger are black because of how they appear  osaka cultural identifies as japanese therefore she is japanese  if she stay in america she ll become black japanese because in america we identify people be race
12831,61901,@USER @USER @USER @USER @USER Amazing how they can consistently manage to piss off both progressives and conservatives by being so arrogantly misguided--often in same segments.,OFF,TIN,GRP,          amazing how they can consistently manage to piss off both progressives and conservatives by being so arrogantly misguided  often in same segments 
12832,84330,"@USER I wasn't aware I had a smell."" Cologne when he chose to, perhaps.  ""So I take it then that you are aware when I am near. And when I shadow."" Meaning 'follow,' but in an attempt to be less .. creepy.""",NOT,,,"  i was not aware i had a smell "" cologne when he chose to, perhaps   ""so i take it then that you are aware when i am near  and when i shadow "" meaning 'follow,' but in an attempt to be less    creepy """
12833,41145,"America..!!  #WalkAway Get out and VOTE or live in POVERTY and SERVITUDE...!!"" #MAGA  #WWG1WGA URL",OFF,UNT,,"america  !!   walkaway get out and vote or live in poverty and servitude   !!""  maga   wwg1wga url"
12834,97783,@USER @USER achichincle lamebotas!,OFF,TIN,IND,    achichincle lamebotas!
12835,41241,@USER @USER @USER That's literally in the Bible that conservatives love to thump but never read.,NOT,,,      that  literally in the bible that conservatives love to thump but never read 
12836,75579,@USER Super sexy❤😍👌,NOT,,,  super sexy   
12837,31947,. @USER Advocating gun control right now. Cars kill as does drunk drivers. How about banning cars and alcohol?,NOT,,,    advocating gun control right now  cars kill as does drunk drivers  how about banning cars and alcohol?
12838,68548,@USER @USER Espn is a joke. She is an entitled bully who can't handle losing.,OFF,TIN,IND,    espn is a joke  she is an entitled bully who can not handle losing 
12839,25455,@USER @USER You care about black men dying at the hands of racist cops? You care about the immigrants being kidnapped at the border? You care about the 3k Puerto Ricans that died? I figured you would bring up antifa. That says everything about you.,NOT,,,    you care about black men dying at the hands of racist cops? you care about the immigrants being kidnapped at the border? you care about the 3k puerto ricans that died? i figured you would bring up antifa  that says everything about you 
12840,38532,"@USER @USER If she is so passionate, why doesn't she donate ALL her money to helping women who cannot afford. Instead of a fancy apartment, get one for a few hundred, get a roommate and show everyone, Yes YOU can.""""",NOT,,,"    if she is so passionate, why does not she donate all her money to helping women who cannot afford  instead of a fancy apartment, get one for a few hundred, get a roommate and show everyone, yes you can """""
12841,59861,@USER I thought the left hated guns? And gun violence? Gun control right?,OFF,TIN,IND,  i thought the left hated guns? and gun violence? gun control right?
12842,95874,@USER Deep State coup not working?,NOT,,,  deep state coup not working?
12843,76732,@USER @USER Watch out u may START a BENGHAZI..,NOT,,,    watch out u may start a benghazi  
12844,14657,@USER Fuckin great brother. I just laughed like a little girl. “Grab your balls” stay in the trade,OFF,TIN,IND,  fuckin great brother  i just laughed like a little girl   grab your balls  stay in the trade
12845,17339,"@USER @USER , @USER  asks, How deez taste?""""",NOT,,,"    ,    asks, how deez taste?"""""
12846,84144,@USER Comedians are supposed to be funny!,NOT,,,  comedians are supposed to be funny!
12847,98423,@USER @USER Then why is it always recommending he watch conservatives?,NOT,,,    then why is it always recommending he watch conservatives?
12848,70891,#brexit How can @USER make a deal with the EU when the @USER is split in 2. But even @USER is not 100 % brexit or #remain.,NOT,,, brexit how can   make a deal with the eu when the   is split in 2  but even   is not 100   brexit or  remain 
12849,29787,@USER You are so adorable. ^^,NOT,,,  you are so adorable    
12850,25926,@USER Amazing when reporters are scared of the truth!! Doesn't that tell you everything! #MAGA #ReleaseTheDocuments,NOT,,,  amazing when reporters are scared of the truth!! does not that tell you everything!  maga  releasethedocuments
12851,96366,@USER She is a liar,OFF,TIN,IND,  she is a liar
12852,64863,@USER Bob is an old man living in the past. He has no idea what the working class has been through. Promises from both the Dems &amp; Rep career politicians with their expensive law degrees and never worked a day in their lives. It took @USER to finally listen and take action.,NOT,,,  bob is an old man living in the past  he has no idea what the working class has been through  promises from both the dems  andamp  rep career politicians with their expensive law degrees and never worked a day in their lives  it took   to finally listen and take action 
12853,28411,@USER @USER Yes Canada that is another great achievement from the #Trudeau #Liberals it just keeps getting better,NOT,,,    yes canada that is another great achievement from the  trudeau  liberals it just keeps getting better
12854,14391,12 Ways To Use Saul Alinsky's Rules For Radicals Against Liberals URL,NOT,,,12 ways to use saul alinsky  rules for radicals against liberals url
12855,67511,@USER @USER @USER @USER @USER It's already legalized killing of babies and liberals are afraid of Trumps supreme court picks taking it away.,OFF,TIN,GRP,          it  already legalized killing of babies and liberals are afraid of trumps supreme court picks taking it away 
12856,65402,@USER @USER @USER Look Ellen.... I am not a socialist commie... you are the one for government Universal Health Care bigger government gun control and free colleges. I am American I'm for capitalism,OFF,TIN,IND,      look ellen     i am not a socialist commie    you are the one for government universal health care bigger government gun control and free colleges  i am american i am for capitalism
12857,12459,@USER @USER @USER Perhaps she is promised position or money?,NOT,,,      perhaps she is promised position or money?
12858,49433,@USER I simply disagree Flotus. He or she is exposing the egregious behavior of your husband which no one else will. Potus’s actions are hurting this country. Words matter and style matters. Truth matters.,OFF,TIN,OTH,  i simply disagree flotus  he or she is exposing the egregious behavior of your husband which no one else will  potus s actions are hurting this country  words matter and style matters  truth matters 
12859,12840,#KKK &amp; Gun Control are traditions of @USER   Dems started the #KKK because they hated blacks  Then they started gun control to stop the @USER from arming the Klan's victims  #2A #Gunsense is gun ownership! #WhateverItTakes to inform liberals of the truth! URL,OFF,TIN,OTH, kkk  andamp  gun control are traditions of     dems started the  kkk because they hated blacks  then they started gun control to stop the   from arming the klan  victims   2a  gunsense is gun ownership!  whateverittakes to inform liberals of the truth! url
12860,92674,@USER @USER I don't see that as racist though all I see is an undeserving overbearing crybaby throwing a Tantrum like only Serena Williams can pull off. Maybe she's the racist if that's all she sees.,OFF,TIN,IND,    i do not see that as racist though all i see is an undeserving overbearing crybaby throwing a tantrum like only serena williams can pull off  maybe she  the racist if that  all she sees 
12861,94489,@USER @USER @USER @USER It's funny how liberals and Democrats work together but fight on Twitter,NOT,,,        it  funny how liberals and democrats work together but fight on twitter
12862,56430,@USER You are becoming the court jester of the senate,OFF,TIN,GRP,  you are becoming the court jester of the senate
12863,12558,2/ #MaximeBernier supporters @USER not conservative enough.   We need to move to the right!!!  But Max says room for the NDP but not conservatives.  I don’t understand why thoughtful Conservatives aren’t calling out this hypocrisy.  I keep getting this meme   It’s a fraud. URL,NOT,,,2   maximebernier supporters   not conservative enough    we need to move to the right!!!  but max says room for the ndp but not conservatives   i don t understand why thoughtful conservatives aren t calling out this hypocrisy   i keep getting this meme   it s a fraud  url
12864,82767,@USER bakkt is doing what an ETF would have done... they are just not calling it an etf. FUKEN CUUUUUKS,OFF,TIN,IND,  bakkt is doing what an etf would have done    they are just not calling it an etf  fuken cuuuuuks
12865,13316,"@USER @USER Communists: Liberals get the bullet, too.""  Me: ""Wow f*ck you!""  Communists: ""You are excluding instead of unifying.""""",OFF,TIN,GRP,"    communists  liberals get the bullet, too ""  me  ""wow f ck you!""  communists  ""you are excluding instead of unifying """""
12866,33397,@USER Thank you bro . I’m glad that you think she is bro because she is but if she did it wouldn’t make her any less amazing .,NOT,,,  thank you bro   i m glad that you think she is bro because she is but if she did it wouldn t make her any less amazing  
12867,38843,@USER @USER @USER If you think I was referring specifically to you then you misunderstood. You attacked someone without a uterus saying they have no say on reproductive rights. Using that argument then if you do not own firearms you have no right to comment on gun control.,NOT,,,      if you think i was referring specifically to you then you misunderstood  you attacked someone without a uterus saying they have no say on reproductive rights  using that argument then if you do not own firearms you have no right to comment on gun control 
12868,44573,@USER everyone's ragging your ass on Puerto rico Don. The mayor put a stop to the work being done out there a while back.,OFF,TIN,IND,  everyone  ragging your ass on puerto rico don  the mayor put a stop to the work being done out there a while back 
12869,61896,@USER I bet.  Why do think dirt bag pubs like the National Inquirer are still around.  Smut and lies sell   We can only hope someone writes a tell all bullshit story about Woodward or better yet even one about you.  Instead of Fear” it could be called “Pervs”. URL,NOT,,,  i bet   why do think dirt bag pubs like the national inquirer are still around   smut and lies sell   we can only hope someone writes a tell all bullshit story about woodward or better yet even one about you   instead of fear  it could be called  pervs   url
12870,26357,"@USER BBC stop with your blatant and biassed backing of the Conservatives. Theresa May didn't hit back she was out on her feet and her responses were scripted, robotic to say the least. She is the worst"" leader along with the worst government the country has ever had.""",OFF,TIN,OTH,"  bbc stop with your blatant and biassed backing of the conservatives  theresa may did not hit back she was out on her feet and her responses were scripted, robotic to say the least  she is the worst"" leader along with the worst government the country has ever had """
12871,25369,@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Bill Clinton 90s Gun Control law which banned Assault Weapons was effective public safety policy which the NRA worked to undo it during the Bush years. Clintons are profiles in courage to take on GOP &amp; beat the NRA. Weak NRA Bernie voted 5x for NRA.,NOT,,,                                                                                                  bill clinton 90s gun control law which banned assault weapons was effective public safety policy which the nra worked to undo it during the bush years  clintons are profiles in courage to take on gop  andamp  beat the nra  weak nra bernie voted 5x for nra 
12872,85713,@USER @USER @USER He is.,NOT,,,      he is 
12873,33663,Ababzhah but this whole everyone talking about sex makes me very uncomfortable so bye,NOT,,,ababzhah but this whole everyone talking about sex makes me very uncomfortable so bye
12874,97258,@USER @USER Still a lot of religious conservatives but hopefully Beto is getting a bunch of unlikely voters that the polls don't capture.,OFF,TIN,GRP,    still a lot of religious conservatives but hopefully beto is getting a bunch of unlikely voters that the polls do not capture 
12875,28887,@USER But partisan moves are the daily norm for the likes of Mitch McConnell. Yet somehow he still hangs on to his job and has the respect of conservatives across the country. This is why women are so afraid to stand up and say they were assaulted. We are part of the problem.,NOT,,,  but partisan moves are the daily norm for the likes of mitch mcconnell  yet somehow he still hangs on to his job and has the respect of conservatives across the country  this is why women are so afraid to stand up and say they were assaulted  we are part of the problem 
12876,32754,"@USER Yep. And lots of people think antifa = violent"" and don't understand the context in which they operate and what they're opposing. Like the biggest thing was over a year ago at Unite the Right, where a white supremacist killed someone and several other people were attacked.""",OFF,TIN,IND,"  yep  and lots of people think antifa   violent"" and do not understand the context in which they operate and what they are opposing  like the biggest thing was over a year ago at unite the right, where a white supremacist killed someone and several other people were attacked """
12877,66452,@USER She is awful!,OFF,TIN,IND,  she is awful!
12878,31136,President Trump has an announcement to make: #DonaldTrump #maga #metoo URL,NOT,,,president trump has an announcement to make   donaldtrump  maga  metoo url
12879,21892,@USER Me too.  I’m glad he is back,NOT,,,  me too   i m glad he is back
12880,84285,@USER Yes she is URL,NOT,,,  yes she is url
12881,86594,So now someone has to photoshop a pic of Toad in a MAGA cap with a confederate flag on his kart.,NOT,,,so now someone has to photoshop a pic of toad in a maga cap with a confederate flag on his kart 
12882,44243,ANTIFA SUPERSIZED 😈 URL,NOT,,,antifa supersized   url
12883,19420,@USER @USER Keep up the great work Cory! You are today’s hero. Not the Op-Ed author who should have invoked the 25th.,NOT,,,    keep up the great work cory! you are today s hero  not the op ed author who should have invoked the 25th 
12884,25385,@USER @USER @USER Yep. I was at Yale law school as well..  He also mentioned at one point that he could pee his name in the snow and that groping someone against their will while holding them down and choking them was “boys being boys”. NBD. #MoronsAreGoverningAmerica #MAGA #Kavanaugh,OFF,TIN,GRP,      yep  i was at yale law school as well    he also mentioned at one point that he could pee his name in the snow and that groping someone against their will while holding them down and choking them was  boys being boys   nbd   moronsaregoverningamerica  maga  kavanaugh
12885,82616,@USER @USER @USER Tell this idiot to try with other religion book. Her height will b reduced 6 inch from top before amrinder reaches her to arrest. She is sick. She needs treatment. And she is alive becoz she hindu. Don't blabber non sense,OFF,TIN,IND,      tell this idiot to try with other religion book  her height will b reduced 6 inch from top before amrinder reaches her to arrest  she is sick  she needs treatment  and she is alive becoz she hindu  do not blabber non sense
12886,39893,@USER @USER @USER 😂🤣 it’s funny how liberals use terms like “snowflake” and “triggered” bc that is exactly the terms that were originally used by conservatives to describe liberals on Election Day! I still lmao I’ve never seen a grown he-she before screen bloody murder over a new potus 😂😂,OFF,TIN,GRP,         it s funny how liberals use terms like  snowflake  and  triggered  bc that is exactly the terms that were originally used by conservatives to describe liberals on election day! i still lmao i ve never seen a grown he she before screen bloody murder over a new potus   
12887,53261,@USER She is thick though? Wtf😩,NOT,,,  she is thick though? wtf 
12888,73270,@USER @USER @USER I wonder if she is still in love with the drug dealing  boyfriend that worked at Burger King.,OFF,TIN,IND,      i wonder if she is still in love with the drug dealing  boyfriend that worked at burger king 
12889,25562,@USER They are Antifa democrats disguised as GOP looking to infiltrate the party. Don't worry though it doesn't take long to figure them out.,NOT,,,  they are antifa democrats disguised as gop looking to infiltrate the party  do not worry though it does not take long to figure them out 
12890,62372,@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Liberals know the truth. Here is an example. Obama's numbers from his presidency. URL,NOT,,,                    liberals know the truth  here is an example  obama  numbers from his presidency  url
12891,74541,@USER He is! 💥,OFF,TIN,IND,  he is!  
12892,49468,@USER You are obsessed with @USER  She’s a millionaire because she is a good comedian. You have money because Big Daddy Bone Spurs handed it to you a**hole.,OFF,TIN,IND,  you are obsessed with    she s a millionaire because she is a good comedian  you have money because big daddy bone spurs handed it to you a  hole 
12893,17773,@USER @USER @USER Think they're trying to be funny or it's a dog whistle to prohibitionists. Either way it's a total fucking disgrace and belittles cannabis use. Wankers.,OFF,TIN,GRP,      think they are trying to be funny or it  a dog whistle to prohibitionists  either way it  a total fucking disgrace and belittles cannabis use  wankers 
12894,37458,@USER Ali you are in my hometown with me.  Welcome and please be safe.  We'll be riding out the storm together.,NOT,,,  ali you are in my hometown with me   welcome and please be safe   wewill be riding out the storm together 
12895,53980,@USER And people died in Chicago because of you. Now how stupid does that sound you idiot,OFF,TIN,IND,  and people died in chicago because of you  now how stupid does that sound you idiot
12896,87193,@USER Hell fuckin yea,OFF,TIN,IND,  hell fuckin yea
12897,70908,@USER Proof that conservatives really suck at satire. 👆,NOT,,,  proof that conservatives really suck at satire   
12898,98321,@USER But mostly just Antifa getting killed.,NOT,,,  but mostly just antifa getting killed 
12899,19432,@USER @USER @USER @USER @USER @USER @USER David calling for Lynn to resign is an reckless and irresponsible statement and needs to resign immediately as he is unfit do hold any position anywhere.   See what I did there.,OFF,TIN,IND,              david calling for lynn to resign is an reckless and irresponsible statement and needs to resign immediately as he is unfit do hold any position anywhere    see what i did there 
12900,11562,@USER I think I would pick that just for the fun of it😂😂,NOT,,,  i think i would pick that just for the fun of it  
12901,49001,- Will liberals agree that any is destructive? URL,NOT,,,  will liberals agree that any is destructive? url
12902,11805,@USER @USER @USER Lindsey will never sink as low as you and the rest of the hateful liberals.,OFF,TIN,IND,      lindsey will never sink as low as you and the rest of the hateful liberals 
12903,37123,@USER Those lying liberals. At it again. SMH.,OFF,TIN,IND,  those lying liberals  at it again  smh 
12904,73913,@USER How about holder uses a gag to shut himself up?,NOT,,,  how about holder uses a gag to shut himself up?
12905,12337,@USER #investigateChtistineFord why is ford deleted her social media accounts? Why is she all of a suddenly want to delay testimony? Is Ford an ANTIFA activist?,NOT,,,   investigatechtistineford why is ford deleted her social media accounts? why is she all of a suddenly want to delay testimony? is ford an antifa activist?
12906,26789,@USER Maybe you haven’t seen how well #MAGA is working on our economy. The turn around is restitching the fray in our social fabric and rekindling our civic spirit. These reforms are enlightening and educating the next generation in responsible civics. #WalkAway,NOT,,,  maybe you haven t seen how well  maga is working on our economy  the turn around is restitching the fray in our social fabric and rekindling our civic spirit  these reforms are enlightening and educating the next generation in responsible civics   walkaway
12907,30177,"@USER @USER @USER @USER The rules today were put in place to prevent players acting like those bad boys"" of the past. She is a professional, she knew that her coach broke the rules, he admitted as much. Saying others don't or didn't get called is no defence. She was only fighting to be above the law.""",NOT,,,"        the rules today were put in place to prevent players acting like those bad boys"" of the past  she is a professional, she knew that her coach broke the rules, he admitted as much  saying others do not or did not get called is no defence  she was only fighting to be above the law """
12908,55254,A BUNCH OF VULTURES!  TIM ISNT EVEN GONE YET -WTF?  HAVE YOU NO SHAME?  ALL YOU SEE ARE $$ I HOPE HE LEFT EVERY PENNY TO AN ANIMAL RESCUE!  'Carol Burnett' star Tim Conway recovers from brain surgery as family battle over comic's fate rages on URL #FoxNews,OFF,TIN,IND,a bunch of vultures!  tim isnt even gone yet  wtf?  have you no shame?  all you see are    i hope he left every penny to an animal rescue!  'carol burnett' star tim conway recovers from brain surgery as family battle over comic  fate rages on url  foxnews
12909,46785,@USER @USER @USER I have to thank the creator for finding me a bigger list of people to follow.  Perhaps now this person can do a search on ANTIFA and other Communists infecting youth.,NOT,,,      i have to thank the creator for finding me a bigger list of people to follow   perhaps now this person can do a search on antifa and other communists infecting youth 
12910,52085,@USER Nice hat😂  Hey #Liberals and #Democrats  @USER is living Rent Free in y'all's heads...  like McDonald's  #ImLovingIt   Sweet Revenge Has Never Tasted So Good  #MAGA #WalkAway,OFF,TIN,GRP,  nice hat   hey  liberals and  democrats    is living rent free in y'all  heads     like mcdonald    imlovingit   sweet revenge has never tasted so good   maga  walkaway
12911,85351,@USER Because to liberals being a white mail is disqualifying. It’s attempt to muzzle gop on SJC. Graham (allegedly a gay white male) should take point if he has it in him. Might save him a primary figjt,NOT,,,  because to liberals being a white mail is disqualifying  it s attempt to muzzle gop on sjc  graham (allegedly a gay white male) should take point if he has it in him  might save him a primary figjt
12912,37632,@USER Curious couldn't find this on your website.  Doesn't fit your narrative does it.  Cowards. URL,OFF,TIN,OTH,  curious could not find this on your website   does not fit your narrative does it   cowards  url
12913,90080,@USER Stylistic nuances are trivial. U shud prioritise a level of discretion &amp; ambiguity that keeps ur adult life from being harmed by Leftist Elites &amp; their Antifa shocktroops,NOT,,,  stylistic nuances are trivial  u shud prioritise a level of discretion  andamp  ambiguity that keeps ur adult life from being harmed by leftist elites  andamp  their antifa shocktroops
12914,86813,@USER Everyone will be dead by 2020,NOT,,,  everyone will be dead by 2020
12915,24268,@USER @USER Xtc isn't going to help you sleep hahahah but it will help you feel better after how Rockstar is shitting on us. Or did you mean sleeping pills😂,OFF,TIN,GRP,    xtc is not going to help you sleep hahahah but it will help you feel better after how rockstar is shitting on us  or did you mean sleeping pills 
12916,68382,@USER Does he rage against 2 gender skeptics?,NOT,,,  does he rage against 2 gender skeptics?
12917,41812,@USER @USER is a blight on womanhood.  Grow up.,OFF,TIN,IND,    is a blight on womanhood   grow up 
12918,97218,@USER @USER @USER @USER Given the sheer scale of the numbers I suspect from time to time someone had to look in a pit and say “I recon that’s 450 in that hole”..the point is BIG BAZ they are fucking big numbers clocked up by the far right/left. I’m interested in the initial claim of genocide by Liberals,NOT,,,        given the sheer scale of the numbers i suspect from time to time someone had to look in a pit and say  i recon that s 450 in that hole   the point is big baz they are fucking big numbers clocked up by the far right left  i m interested in the initial claim of genocide by liberals
12919,70993,@USER @USER I think he meant to say ... sent to jail for fraud,OFF,TIN,IND,    i think he meant to say     sent to jail for fraud
12920,26951,@USER @USER @USER @USER I will be over there to visit her tomorrow!! She is awesome!!,NOT,,,        i will be over there to visit her tomorrow!! she is awesome!!
